Filename,Doi,Abstract,Materials
Alexander Y. Piggott  - 2014 - Inverse design and implementation of a wavelength demultiplexing grating coupler.txt,[https://doi.org/10.1038/srep07210],"[This article demonstrates an inverse-designed wavelength demultiplexing grating coupler in silicon-on-insulator (SOI) that separates O-band (1300 nm) and C-band (1550 nm) light into separate waveguides with high extinction ratios (>10 dB), showcasing a novel approach to compact photonic device design.]","[Si,SiO2]"
Alexander Y. Piggott  - 2015 - Inverse design and demonstration of a compact and broadband on-chip wavelength demultiplexer.txt,[arXiv:1504.00095v1],"[This article demonstrates an inverse design method for integrated photonic devices, specifically a compact silicon wavelength demultiplexer with low insertion loss, high contrast, and a small footprint of 2.8×2.8 μm, showcasing the potential for automated photonic device design.]","[Si,SiO2]"
Alexander Y. Piggott  - 2015 - Inverse design and implementation of a wavelength demultiplexing grating coupler.txt,[https://doi.org/10.1038/srep07210],"[This article demonstrates an inverse-designed wavelength demultiplexing grating coupler in silicon-on-insulator (SOI) that separates O-band (1300 nm) and C-band (1550 nm) light into separate waveguides with high extinction ratios (>10 dB), showcasing a novel and efficient design approach for compact photonic devices.]","[Si,SiO2]"
Alexander Y. Piggott  - 2017 - Fabrication-constrained nanophotonic inverse design..txt,[https://doi.org/10.1038/s41598-017-01939-2],"[This article presents an inverse design algorithm for nanophotonic devices that incorporates fabrication constraints, demonstrated by designing and experimentally validating a compact, broadband 1 × 3 power splitter on a silicon photonics platform with low insertion loss and high power uniformity.]","[Si,SiO2]"
Alexander Y. Piggott  - 2020 - Inverse-Designed Photonics for Semiconductor Foundries.txt,[https://doi.org/10.48550/arXiv.1911.03535],"[This article demonstrates the successful fabrication of four inverse-designed photonic devices (spatial mode multiplexer, wavelength demultiplexer, 50-50 directional coupler, and 3-way power splitter) in a commercial silicon photonics foundry, achieving compact footprints, high performance, and robustness to fabrication variability, paving the way for practical applications of inverse design in integrated photonics.]","[Si,SiO2]"
Alexander Y. Zhu  - 2017 - Ultra-compact visible chiral spectrometer with meta-lenses.txt,[https://doi.org/10.1063/1.4974259],"[This article presents a compact chiral spectrometer using TiO?-based off-axis meta-lenses to achieve high spectral resolution and helicity-resolving capabilities in the visible range, enabling simultaneous spectral and circular polarization measurements.]","[TiO2,Si,Glass]"
Alexandra Boltasseva  - 2008 - Fabrication of optical negative-index metamaterials Recent advances and outlook.txt,[https://doi.org/10.1016/j.metmat.2008.03.004],"[This article reviews the fabrication techniques for optical negative-index metamaterials, including electron-beam lithography, focused-ion beam milling, interference lithography, and nanoimprint lithography, and discusses the challenges and recent developments in creating large-scale, 3D metamaterials for applications like sub-wavelength imaging and cloaking.]","[Au,Ag,Al,Si,SiO2,Al2O3,MgF2,W,Ga]"
Alexandra Boltasseva and Boltasseva - 2014 - Empowering plasmonics and metamaterials technology with new material platforms.txt,[https://doi.org/10.1557/mrs.2014.91],"[This article explores the use of alternative plasmonic materials like transparent conducting oxides (TCOs) and transition metal nitrides (e.g., TiN, ZrN) to overcome the limitations of noble metals in plasmonic and metamaterial devices, enabling tunable optical properties, lower losses, and compatibility with semiconductor fabrication processes.]","[ITO,ZnO,Ga,Al,TiN,ZrN,HfN,Au,Ag,Cu,AlN]"
Alexandre Baron  - 2011 - Compact antenna for efficient and unidirectional launching and decoupling of surface plasmons.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a highly efficient unidirectional surface plasmon polariton (SPP) launcher composed of eleven subwavelength grooves on a gold interface, achieving a launching efficiency of at least 52% and an extinction ratio of 47 at λ = 800 nm, while also functioning as an efficient SPP-to-free-space converter.]","[Au,Si]"
Alexandre Sellier  - 2013 - Resonant circuit model for efficient metamaterial absorber.txt,[https://doi.org/10.1364/OE.21.00A997],"[This article presents a theoretical study of resonant absorption in planar metamaterials, using an equivalent resonant circuit model to explain the total absorption effect, which is achieved when radiative and dissipative damping of the resonant mode are balanced.]",[FR-4]
Alexandre Silva  - 2014 - Performing mathematical operations with metamaterials..txt,[10.1126/science.1242818],"[This article introduces the concept of metamaterial analog computing, where designed metamaterial blocks perform mathematical operations (e.g., differentiation, integration) on wave profiles as they propagate through the structures, enabling compact, wave-based computing systems.]","[Si,AZO,Au]"
Alexandros Emboras  - 2013 - Nanoscale plasmonic memristor with optical readout functionality..txt,[https://doi.org/10.1021/nl403486x],"[This article demonstrates a nanoscale resistive random access memory (RRAM) device integrated with a plasmonic waveguide for optical readout at telecom wavelengths, achieving bistable optical transmission levels controlled by electrical switching, enabling potential applications in optoelectronic systems.]","[Si,Ag,Al,SiO2,SiN]"
Alexandros Emboras  - 2018 - Atomic Scale Photodetection Enabled by a Memristive Junction.txt,[https://doi.org/10.1021/acsnano.9b00168],"[This article demonstrates an atomic-scale photodetector based on a memristive junction, where optical control reversibly relocates atoms to switch between quantum electronic states, achieving a 70 dB resistance extinction ratio and 0.5 Gbit/s data transmission, enabling durable atomic-scale optomechanical photodetection.]","[Ag,Si,Pt,SiO2]"
Alexej Pogrebnyakov  - 2018 - Reconfigurable near-IR metasurface based on Ge 2 Sb 2 Te 5 phase-change material.txt,[https://doi.org/10.1364/OME.8.002264],"[This article demonstrates a reconfigurable metasurface using Ge2Sb2Te5 (GST) phase-change material, achieving an 80% transmittance in the amorphous state and 76% absorptance in the crystalline state at 1.55 μm wavelength, with a 7:1 contrast ratio, enabled by a genetic algorithm-optimized nanostructure.]","[Ge2Sb2Te5,SiO2]"
Alexey V. Krasavin  - 2004 - Active plasmonics Controlling signals in AuGa waveguide using nanoscale structural transformations.txt,[arXiv:cond-mat/0310530v1],"[This article proposes an active plasmonic device using a gold-on-quartz waveguide with a gallium section, where signal modulation exceeding 80% is achieved by switching the structural phase of gallium via temperature or optical excitation, enabling picosecond-microsecond scale switching times.]","[Au,Ga,SiO2]"
Alexey V. Krasavin and Nikolay I. Zheludev - 2003 - Active Plasmonics Controlling Signals in AuGa Waveguide using Nanoscale Structural Transformations.txt,[arXiv:cond-mat/0310530v1],"[This article proposes an active plasmonic device using a gold-on-quartz waveguide with a gallium section, demonstrating signal modulation exceeding 80% by switching gallium's structural phase via temperature or optical excitation, with switching times in picoseconds to microseconds.]","[Au,Ga,SiO2]"
Alexis Devilez  - 2010 - Compact metallo-dielectric optical antenna for ultra directional and enhanced radiative emission..txt,[arXiv:1003.4880v1],"[This article proposes a highly efficient optical antenna combining metallic coupled nanoparticles and a high-refractive-index dielectric microsphere, achieving fluorescence rate enhancements of up to 10^4 with high directionality and quantum efficiency across the optical spectrum.]","[TiO2,Ag]"
"Ali Eshaghian Dorche  - 2016 - Broadband, Polarization-Insensitive, and Wide-Angle Optical Absorber Based on Fractal Plasmonics.txt",[arXiv:1605.07208v2],"[This article theoretically investigates a plasmonic absorber with a Sierpinski nanocarpet structure, achieving broadband angle-independent absorption (85-99%) across 400-700 nm wavelengths, enabled by surface plasmon modes and electric/magnetic dipole resonances, for applications in ultrathin light trapping devices.]","[Ag,SiO2]"
Ali Forouzmand  - 2016 - Tunable two dimensional optical beam steering with reconfigurable indium tin oxide plasmonic reflect.txt,[https://doi.org/10.1088/2040-8978/18/12/125003],"[This article designs an electrically tunable reflectarray metasurface using indium tin oxide (ITO) integrated into a metal-insulator-metal plasmonic unit-cell, achieving over 250° phase agility at 218 THz for 2D beam steering in both azimuth and elevation planes, with dynamic pattern adjustment post-fabrication.]","[ITO,Au,Al2O3]"
Ali Forouzmand  - 2017 - Real-Time Controllable and Multifunctional Metasurfaces Utilizing Indium Tin Oxide Materials A Phas.txt,[https://doi.org/10.1109/TNANO.2017.2662638],"[This article presents two electrically tunable dual-band reflectarray antennas using plasmonic multi-sized and multilayer unit-cells integrated with indium tin oxide (ITO), achieving dual-frequency operation with functionalities like beam bending and focusing through gate biasing control.]","[ITO,Au,Al2O3]"
Ali Forouzmand  - 2018 - A Tunable Multigate Indium-Tin-Oxide-Assisted All-Dielectric Metasurface.txt,[https://doi.org/10.1002/adom.201701275],"[This article presents an electrically tunable reflective metasurface integrating transparent conductive oxides (TCOs) into silicon nanodisk antennas, achieving dynamic control over reflection amplitude and phase for applications like polarization conversion, beam steering, and tunable focusing.]","[Si,Au,Al2O3,ITO]"
Ali Forouzmand  - 2018 - Dynamic beam control via Mie-resonance based phase-change metasurface a theoretical investigation..txt,[https://doi.org/10.1364/OE.26.017948],"[This article proposes a non-volatile optically controllable metasurface using Ge2Sb2Se4Te1 (GSST) nanobars, achieving high reflection levels (0.6-0.8) and wide phase agility (≈270°) at 1.55 μm, enabling dynamic beam steering with over 45% reflection efficiency.]","[GSST,MgF2,Au]"
Ali Forouzmand  - 2019 - Electro-optical Amplitude and Phase Modulators Based on Tunable Guided-Mode Resonance Effect.txt,[https://doi.org/10.1021/acsphotonics.9b01593],"[This article presents electrically tunable amplitude and phase modulators based on indium tin oxide (ITO)-integrated guided-mode resonance mirrors (GMRMs), achieving a modulation depth of ≈0.80 for amplitude and ≈210° phase variation with reflection amplitudes of 0.45-0.6, enabling dynamic control for metasurface applications.]","[ITO,Si,SiO2,Au,Al2O3,HfO2]"
Ali Forouzmand  - 2019 - Tunable all-dielectric metasurface for phase modulation of the reflected and transmitted light via p.txt,[https://doi.org/10.1515/nanoph-2019-0445],"[This article presents an electrically tunable dual-mode metasurface integrating indium tin oxide (ITO) for phase modulation in both reflection and transmission modes, achieving phase shifts of 240° and 270° at wavelengths of 1696 nm and 1563 nm, respectively, enabling independent control of reflected and transmitted beams.]","[ITO,Si,Al2O3,SiO2]"
Ali H. Hassan  - 2018 - Optimization of a Novel Nano Antenna With Two Radiation Modes Using Kriging Surrogate Models.txt,[https://doi.org/10.1109/JPHOT.2018.2844807],"[This article introduces a novel reconfigurable nano antenna with two radiation modes, designed using a ring coupler and patch antennas on a SiO? substrate, optimized to switch between broadside and endfire radiation directions at 193 THz with minimal losses and high efficiency.]","[SiO2,Ag]"
Ali K. Yetisen  - 2016 - Rewritable three-dimensional holographic data storage via optical forces.txt,[https://doi.org/10.1038/ncomms2642],"[This article describes the synthesis and optimization of a silver nanoparticle-doped poly(2-hydroxyethyl methacrylate-co-methacrylic acid) recording medium for reversibly recording 3D holograms using optical forces, demonstrating applications in reconfigurable optical elements, data storage, and dynamic holographic displays.]","[Ag,p(HEMA-co-MAA),AgNO3,LiBr,AgBr,EDMA,MAA,Si]"
Ali Molaei  - 2019 - Digitized metamaterial absorber-based compressive reflector antenna for high sensing capacity imagin.txt,[https://doi.org/10.1109/ACCESS.2019.2893536],"[This article presents a millimeter-wave radar system using a compressive reflector antenna (CRA) with digitized metamaterial absorbers (MMAs) to enhance sensing capacity and imaging performance, achieving improved spatial and spectral coding for high-resolution near-field imaging of metallic scatterers and human-size targets.]","[Cu,RO3003,Cr,Au]"
Ali Sobhani  - 2013 - Narrowband photodetection in the near-infrared with a plasmon-induced hot electron device..txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a narrowband near-infrared photodetector using a gold grating structure on silicon to generate plasmon-induced hot electrons, achieving 0.6 mA/W responsivity with 54 meV spectral width, enabling wavelength-selective detection below silicon's bandgap.]","[Au,Si,Ti]"
Ali Sobhani  - 2015 - Pronounced Linewidth Narrowing of an Aluminum Nanoparticle Plasmon Resonance by Interaction with an.txt,[https://doi.org/10.1021/acs.nanolett.5b00589],"[This article demonstrates that coupling an aluminum nanoparticle to an underlying aluminum film significantly narrows the dipolar plasmon resonance linewidth and enhances scattering intensity, due to substrate-mediated hybridization with the quadrupolar mode, reducing radiative losses and benefiting applications requiring narrow resonances.]","[Al,SiO2]"
Ali W. Elshaari  - 2020 - Hybrid integrated quantum photonic circuits.txt,[https://doi.org/10.1038/s41566-020-0609-x],"[This article reviews hybrid integrated quantum photonic circuits, highlighting their potential to overcome limitations of monolithic platforms by combining diverse photonic technologies for quantum communication, sensing, and computing. It discusses design considerations, fabrication approaches, and successful realizations of key components like single-photon sources, detectors, and reconfigurable elements.]","[Si,SiN,GaAs,InP,LiNbO3,AlN,Diamond,WSe2]"
Alireza Bonakdar  - 2016 - High-throughput realization of an infrared selective absorberemitter by DUV microsphere projection.txt,[https://doi.org/10.1088/0957-4484/27/3/035301],"[This paper presents a low-cost, high-throughput nanofabrication method using DUV projection lithography to create metasurfaces for selective mid-infrared absorption/emission, demonstrating structures with single/double spectral features and applications in thermophotovoltaic cells and biosensors.]","[Si,Au,Ti,SiO2,Ag]"
Alireza Ghaneizadeh  - 2019 - Design and fabrication of a 2D-isotropic flexible ultra-thin metasurface for ambient electromagnetic.txt,[https://doi.org/10.1063/1.5083876],"[This article presents a flexible ultra-thin curvature metasurface energy harvester designed for ambient EM energy harvesting, achieving high efficiency (0.86 at 5.33 GHz) and angular stability, with experimental validation showing good agreement with simulations.]","[Cu,RO3010]"
Alireza Hassani  - 2008 - Low loss porous terahertz fibers containing multiple subwavelength holes.txt,[10.1063/1.2840164],"[This article proposes a low-loss porous polymer terahertz fiber with a hexagonal array of subwavelength air holes, significantly reducing bulk absorption losses by confining most of the guided power in the air holes, enabling tight bends with centimeter-scale radii while maintaining low transmission loss.]",[Polymer]
Alireza Kazemzadeh  - 2010 - On the Absorption Mechanism of Ultra Thin Absorbers.txt,[10.1109/TAP.2010.2055779],"[This article investigates the absorption mechanism of ultra thin absorbers, demonstrating that the conventional transmission line model fails at small thickness-to-wavelength ratios due to high-order Floquet modes and non-transverse field components, and proposes a cavity resonance model for accurate frequency prediction.]","[Au,Si]"
Alkesh Agrawal  - 2018 - Wide incidence angle and polarization insensitive dual broad-band metamaterial absorber based on con.txt,[https://doi.org/10.1016/j.cej.2023.148010],"[This article presents a dual-broadband metamaterial absorber (MMA) with symmetrical copper ring resonators on an FR-4 substrate, achieving high absorptance (94-99.9%) at 7.6 GHz, 8.9 GHz, 12.3 GHz, and 12.8 GHz, and demonstrating polarization and incidence angle insensitivity for applications in satellite, mobile, and radar systems.]","[Cu,FR-4]"
Allen M. Hawkes  - 2013 - A microwave metamaterial with integrated power harvesting functionality.txt,[http://dx.doi.org/10.1063/1.4824473],"[This article presents a power harvesting metamaterial composed of split-ring resonators (SRRs) with integrated rectifying circuits, achieving up to 36.8% RF-to-DC power conversion efficiency at 900 MHz, demonstrating its potential for applications requiring embedded power delivery to active components.]","[Cu,HSMS 2862]"
Alok P. Vasudev  - 2013 - Electro-optical modulation of a silicon waveguide with an “epsilon-near-zero” material.txt,[https://doi.org/10.1364/OE.21.026387],"[This article theoretically demonstrates an optical electro-absorptive modulator using an indium tin oxide (ITO) layer on a silicon waveguide, achieving a 3 dB modulation depth in under 30 μm by leveraging epsilon-near-zero (ENZ) effects and electric field enhancement, with potential for 100 fJ/bit operation.]","[ITO,Si,HfO2]"
Alongkorn Pimpin  - 2012 - Review on Micro- and Nanolithography Techniques and Their Applications.txt,[https://doi.org/10.4186/ej.2012.16.1.37],"[This article reviews major micro- and nanolithography techniques (e.g., photolithography, electron beam lithography, soft lithography) and their applications in electronics, medical/biotech, optics/photonics, and energy/environment, highlighting their role in advancing semiconductor manufacturing, MEMS devices, and nanotechnology.]","[Si,SiO2,Quartz,Glass,Au,CNT,PDMS,W,Pt,C]"
Alsaif  - 2023 - Numerical Simulation and Structure Optimization of Multilayer Metamaterial Plus-Shaped Solar Absorbe.txt,[https://doi.org/10.3390/math11020282],"[This article presents a multilayer solar absorber design using a plus-shaped resonator with a SiO2 substrate and graphene spacer, achieving 93.8% absorption in the visible spectrum and 90% in the infrared spectrum, optimized through structural parameter variations for enhanced solar thermal energy conversion.]","[SiO2,GR]"
Amanda Meincke Melo  - 2012 - Cross-Shaped Terahertz Metal Mesh Filters Historical Review and Results.txt,[],"[This article reviews the design, fabrication, and performance of terahertz metal mesh filters, focusing on cross-shaped geometries for band-pass applications, with measured transmissions up to 90% and bandwidths tailored between 8.8% and 28.5% of central frequencies (0.4–10 THz).]","[Si,SiO2,Ti,Au,Ni]"
Ami Yaacobi  - 2014 - Integrated phased array for wide-angle beam steering.txt,[http://dx.doi.org/10.1364/OL.39.004575],"[This article demonstrates an on-chip optical phased array with continuous, fast (100 kHz), wide-angle (51°) beam-steering using a cascaded phase shifting architecture and thermo-optic phase shifters, suitable for applications like low-cost LIDAR systems.]","[Si,Cu]"
Amin  - 2013 - An ultra-broadband multilayered graphene absorber..txt,[https://doi.org/10.1364/OE.21.029938],"[This article proposes an ultra-broadband multilayered graphene absorber operating at terahertz frequencies, utilizing asymmetrically patterned graphene layers biased at different gate voltages to achieve a 90% absorption bandwidth of 6.9 THz, significantly outperforming existing metallic/graphene absorbers.]","[Au,Si]"
Amir Arbabi  - 2015 - Subwavelength-thick Lenses with High Numerical Apertures and Large Efficiency Based on High Contrast.txt,[https://doi.org/10.1038/ncomms8069],"[This article presents high-contrast transmitarray micro-lenses composed of silicon nano-posts on glass, achieving polarization-insensitive focusing with spot sizes as small as 0.57λ and focusing efficiencies up to 82%, enabling high-performance applications in imaging and optoelectronic integration.]","[Si,SiO2]"
Amir Arbabi  - 2016 - Miniature optical planar camera based on a wide-angle metasurface doublet corrected for monochromati.txt,[https://doi.org/10.1038/ncomms13682],"[This article demonstrates a miniature planar camera using a metasurface lens doublet corrected for monochromatic aberrations, achieving wide-angle (60°), high-efficiency (70%) imaging at 850 nm with nearly diffraction-limited performance, enabling compact optical systems for microscopy and photography.]","[Si,SiO2,Au,SU-8]"
Amir Arbabi  - 2017 - Fundamental limits of ultrathin metasurfaces.txt,[https://doi.org/10.1038/srep43722],"[This article presents fundamental relations governing the transmission, reflection, and polarization conversion coefficients of non-magnetic passive ultrathin metasurfaces, demonstrating their limitations in phase coverage and polarization conversion efficiency due to symmetric scattering constraints, and suggests multilayer or thicker scatterer designs to overcome these limits.]","[Au,Ag,Si]"
Amir Arbabi  - 2017 - Planar metasurface retroreflector.txt,[https://doi.org/10.1038/NPHOTON.2017.96],"[This article demonstrates a planar monolithic near-infrared retroreflector composed of two vertically stacked silicon nanopost metasurfaces, achieving 78% normal incidence efficiency and a 60° half-power field of view, enabling low-power passive optical transmitters for applications like free-space communication and remote sensing.]","[Si,Au]"
Amir Ebrahimi  - 2015 - Second-Order Terahertz Bandpass Frequency Selective Surface With Miniaturized Elements.txt,[10.1109/TTHZ.2015.2452813],"[This paper proposes and designs a second-order frequency selective surface (FSS) with miniaturized elements for terahertz applications, achieving a center frequency of 0.42 THz with 45% fractional bandwidth and demonstrating low sensitivity to oblique angles of incidence for both TE and TM polarizations.]","[Au,Cr,Al,Si,PDMS]"
Amir Ghobadi  - 2017 - 97 percent light absorption in an ultrabroadband frequency range utilizing an ultrathin metal layer.txt,[10.1039/C7NR04186A],"[This article proposes a lithography-free, large-scale compatible design of Pt-coated TiO2 nanowires for perfect ultrabroadband light absorption, achieving over 0.97 average absorption from 370 nm to 1100 nm and maintaining high absorption (>0.8) at oblique angles up to 70°.]","[TiO2,Pt,FTO]"
Amir Ghobadi  - 2017 - Disordered Nanohole Patterns in Metal-Insulator Multilayer for Ultra-broadband Light Absorption Ato.txt,[https://doi.org/10.1038/s41598-017-15312-w],"[This article proposes an ultrathin, EBL-free, ultra-broadband MIMI multilayer stack with plasmonic nanoholes, fabricated using atomic layer deposition and annealing, achieving a bandwidth of ~1100 nm and high absorption across visible to near-IR spectra, suitable for large-scale applications.]","[Pt,Al2O3,Quartz]"
Amir Ghobadi  - 2017 - Ultra-broadband Asymmetric Light Transmission and Absorption Through The Use of Metal Free Multilaye.txt,[https://doi.org/10.1038/s41598-017-15248-1],"[This article proposes a multilayer capped microsphere design using a metal-insulator-metal-insulator (MIMI) stack to achieve ultra-broadband perfect absorption, with TiN identified as an optimal non-metal replacement for metals, demonstrating absorption above 90% from 400 nm to 1400 nm and asymmetric transmission properties.]","[Cr,SiO2,Al2O3,Au,Ge,TiN]"
"Amir Ghobadi  - 2017 - Ultra-broadband, wide angle absorber utilizing metal insulator multilayers stack with a multi-thickn.txt",[https://doi.org/10.1038/s41598-017-04964-3],"[This article proposes a metal-insulator-metal-insulator (MIMI) multilayer stack with a multi-thickness metal surface texture to achieve ultra-broadband, wide-angle light absorption, extending the absorption bandwidth from 620 nm (planar design) to 1060 nm (350 nm–1410 nm) while maintaining high absorption efficiency.]","[Pt,Al2O3]"
Amir Ghobadi  - 2017 - Visible light nearly perfect absorber an optimum unit cell arrangement for near absolute polarizati.txt,[https://doi.org/10.1364/OE.25.027624],"[This article proposes an optimized unit cell arrangement for a metal-insulator-metal (MIM) ultra-broadband perfect absorber, achieving near-absolute polarization insensitivity and high absorption across the visible spectrum, validated through fabrication and characterization.]","[Ti,Au,Al2O3]"
Amir Ghobadi  - 2018 - Strong Light–Matter Interaction in Lithography-Free Planar Metamaterial Perfect Absorbers.txt,[https://doi.org/10.1021/acsphotonics.8b00872],"[This article explores lithography-free planar multilayer designs for perfect light absorption across the electromagnetic spectrum, from ultraviolet to far-infrared, by leveraging strong light-matter interactions in subwavelength structures. It provides theoretical formulations and material requirements to achieve near-unity absorption in metals, semiconductors, and other materials, enabling large-scale applications in optoelectronics and thermal management.]","[Au,Ag,Cr,Ti,Bi,W,Ni,Ge,MoS2,Fe2O3,CH3NH3PbI3,SiO2,Si3N4,Al,SnO2,TiO2,ITO,AZO,GZO,TiN,SiC,hBN,KBr,GaN,GaAs,InP,CaF2,LiF]"
Amir Ghobadi  - 2018 - Tuning the metal filling fraction in metal-insulator-metal ultra-broadband perfect absorbers to maxi.txt,[https://doi.org/10.1364/PRJ.6.000168],"[This article presents an EBL-free, large-scale compatible MIM absorber design using Cr and Al2O3 layers, achieving near-perfect light absorption (above 0.9) in an ultra-broadband wavelength range (400 nm to 1150 nm) through a dewetting process, with high angular stability up to 60° incidence.]","[Cr,Al2O3,Si,Pt]"
Amir Ghobadi  - 2019 - Lithography-Free Planar Band-Pass Reflective Color Filter Using A Series Connection of Cavities..txt,[https://doi.org/10.1038/s41598-018-36540-8],"[This article designs a MIMIS (Metal-Insulator-Metal-Insulator-Semiconductor) multilayer structure to create a narrow band-pass reflective color filter, achieving efficient reflection of specific colors across the visible spectrum by combining MIM and MIS cavities, with optimized performance using ZnO as a high-index insulator for improved angular stability.]","[Al,Ge,Al2O3,ZnO]"
Amira M. I. Mourad  - 2019 - Molecular marker dissection of stem rust resistance in Nebraska bread wheat germplasm..txt,[https://doi.org/10.1038/s41598-019-47986-9],"[This article investigates the genetic basis of stem rust resistance in Nebraska winter wheat, identifying key resistance genes (Sr24 and Sr38) and demonstrating their effectiveness through marker-assisted selection, with one genotype (NE15680) combining five resistance genes for broad-spectrum protection.]","[Triticum aestivum,Puccinia graminis,Zea mays,Glycine max,Blumeria graminis]"
Amit Agrawal  - 2011 - An integrated electrochromic nanoplasmonic optical switch..txt,[https://doi.org/10.1021/nl201064x],"[This article demonstrates an electrochemically driven optical switch using Prussian Blue nanocrystals in a metallic nanoslit waveguide, achieving 96% optical transmission modulation at voltages below 1 V by switching between oxidized and reduced states.]","[Au,Ti,Si,Pt]"
Ammar H. Elsheikh  - 2019 - Thin film technology for solar steam generation A new dawn.txt,[https://doi.org/10.1016/j.solener.2018.11.058],"[This article reviews recent advancements in thin film-based solar steam generation devices, focusing on their design, materials, and efficiencies for applications like water desalination and power generation. It highlights the use of various photothermal materials (e.g., metal nanoparticles, carbon-based materials, polymers) and substrates (e.g., wood, fabric, foam) to achieve localized heating and high evaporation efficiencies, with some devices exceeding 90% efficiency under 1 sun irradiation.]","[Au,Ag,Al,Fe3O4,TiO2,C,GO,CNT,PPy,PDA,CuS,TiN,Cu,Si,SS]"
Amna Zubair  - 2020 - Engineering multimodal spectrum of Cayley tree fractal meta-resonator supercells for ultrabroadband.txt,[https://doi.org/10.1515/nanoph-2020-0123],"[This article demonstrates an ultrabroadband, ultrathin, polarization-insensitive THz absorber using Cayley tree fractal resonators, achieving over 80% absorption across 3 THz (2.4–5.4 THz) and a full-width half-maximum bandwidth of 3.88 THz, enabled by multiscale plasmonic resonances from fractal geometry.]","[Au,PI]"
Amr A. E. Saleh  - 2016 - Grating-flanked plasmonic coaxial apertures for efficient fiber optical tweezers..txt,[http://dx.doi.org/10.1364/OE.24.020593],"[This article designs efficient optical-fiber-based plasmonic tweezers by combining a coaxial plasmonic aperture with a plasmonic grating coupler at the fiber tip facet, achieving up to an eleven-fold increase in optical transmission efficiency and significantly reducing the power required for stable 3D trapping of sub-30 nm dielectric particles.]","[Au,Ag,SiO2]"
Amr M. Shaltout  - 2015 - Time-varying metasurfaces and Lorentz non-reciprocity.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates a time-varying metasurface approach to break Lorentz reciprocity, enabling magnetic-free optical isolators and introducing Doppler-like wavelength shifts, expanding control over photonic interactions.]","[Au,Si,Ti]"
Amr M. Shaltout  - 2016 - Evolution of photonic metasurfaces from static to dynamic.txt,[http://dx.doi.org/10.1364/JOSAB.33.000501],"[This article reviews the evolution of photonic metasurfaces from static to dynamic, highlighting their advantages over 3D metamaterials, such as reduced losses and simpler fabrication. It discusses applications of static metasurfaces in beam bending, holograms, and polarization control, and explores emerging dynamic metasurfaces for tunable devices and new physical effects like Lorentz nonreciprocity.]","[Au,Si,ITO,ZnO,Al,L0,C0]"
Amr M. Shaltout  - 2019 - Spatiotemporal light control with active metasurfaces.txt,[https://doi.org/10.1126/science.aat3100],"[This article reviews the advancements in active metasurfaces, which enable dynamic control of light properties through spatial and temporal structuring, offering applications in tunable optics, beam steering, and nonreciprocal devices.]","[ITO,AZO,GST,VO2,Ga,Si,GaAs,Au,Ni,Ag,PdMS]"
Amr M. Shaltout  - 2019 - Spatiotemporal light control with frequency-gradient metasurfaces.txt,[],"[This article presents a frequency-gradient metasurface approach for ultrafast and continuous laser beam steering, achieving 25° angular deflection in 8 picoseconds by combining a passive metasurface with a frequency-comb source, enabling applications in LIDAR and augmented/virtual systems.]",[Si]
Amreen A. Hussain  - 2016 - Self-Powered Broadband Photodetector using Plasmonic Titanium Nitride..txt,[https://doi.org/10.1021/acsami.0c12345],"[This article demonstrates a self-powered broadband photodetector using plasmonic titanium nitride (TiN) and plasma polymerized aniline (PPA) nanocomposite, achieving high responsivity and detectivity under low light conditions with broadband absorption from ultraviolet to visible light, enabling applications in imaging and optical communication.]","[TiN,PPA,ITO,Al]"
Amrita Purkayastha  - 2016 - Ultrasensitive THz – Plasmonics gaseous sensor using doped graphene.txt,[http://dx.doi.org/10.1016/j.snb.2015.12.055],"[This article presents a terahertz gaseous sensor using doped graphene monolayer in Otto configuration, achieving high sensitivity and Figure of Merit (FOM) up to 1169.231 RIU?1, enabling effective detection of gaseous analytes through surface plasmon resonance (SPR) in the terahertz regime.]",[Ge]
Ana Sousa‐Castillo  - 2016 - Boosting Hot Electron-Driven Photocatalysis through Anisotropic Plasmonic Nanoparticles with Hot Spo.txt,[https://doi.org/10.1038/ncomms2642],"[This article demonstrates that anisotropic gold nanostars (AuNSTs) significantly enhance the photocatalytic performance of Au-TiO? nanoarchitectures compared to nanospheres or nanorods, due to intense local electromagnetic field enhancements (""hot-spots"") at their spikes, enabling efficient hot-electron injection for visible/NIR-driven photocatalysis.]","[Au,TiO2,SiO2]"
Ana Sánchez–Iglesias  - 2009 - Synthesis of Multifunctional Composite Microgels via In Situ Ni Growth on pNIPAM-Coated Au Nanoparti.txt,[https://doi.org/10.1021/nn9007302],"[This article designs novel colloidal composites with gold nanoparticle cores, nickel shells, and pNIPAM polymer shells, combining optical, magnetic, and thermoresponsive properties for multifunctional applications such as molecular trapping and magnetoplasmonic biosensing.]","[Au,Ni,pNIPAM,Pt]"
Anan Fang  - 2009 - Lasing in metamaterial nanostructures.txt,[Submitted to: J. Opt. A: Pure Appl. Opt.],"[This article presents a self-consistent computational scheme for 1D and 2D metamaterial systems with integrated gain, demonstrating loss compensation and lasing behavior. It identifies a critical pumping rate for loss compensation and explores nonlinearities due to gain depletion, with applications in enhancing metamaterial performance.]","[W,Si,Au]"
